customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2637,Marcile,Christley,Female,28,7/30/1972,Help Desk Operator,Retail,Mass Customer,N,Yes,11
3774,Elizabeth,Christy,Female,38,11/7/1998,Statistician I,Property,High Net Worth,N,No,2
3976,Gretel,Chrystal,Female,0,11/20/1957,Internal Auditor,n/a,Affluent Customer,N,Yes,13
474,Consolata,Clacson,Female,86,1/15/1983,Geologist IV,Entertainment,Affluent Customer,N,No,18
940,Marnia,Claesens,Female,3,6/16/1987,Administrative Officer,Manufacturing,Mass Customer,N,No,9
1563,Crosby,Claeskens,Male,39,3/10/1992,Account Representative IV,Property,Mass Customer,N,No,9
3906,Bronny,Claige,Male,87,1/29/1982,Cost Accountant,Financial Services,High Net Worth,N,No,13
3695,Lem,Clamp,Male,33,2/27/1978,Account Coordinator,Entertainment,Affluent Customer,N,Yes,3
2043,Veronike,Clampett,Female,67,9/5/1977,Software Consultant,n/a,Mass Customer,N,No,7
1625,Caryl,Clara,Male,20,12/9/1977,Information Systems Manager,Property,Mass Customer,N,Yes,10
3230,Calida,Clardge,Female,31,2/14/1970,Executive Secretary,Financial Services,Mass Customer,N,No,12
1033,Jacob,Claringbold,Male,70,1/6/1995,Unspecified,n/a,Affluent Customer,N,Yes,3
1380,Lavina,Clavey,Female,99,9/30/1998,Financial Analyst,Financial Services,Mass Customer,N,No,3
1286,Mina,Clawley,Female,83,6/28/1975,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16
3705,Tedmund,Clawsley,Male,26,12/4/1971,Unspecified,Manufacturing,Mass Customer,N,Yes,15
1745,Leigha,Clawson,Female,37,8/23/1955,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6
176,Angelo,Clayal,Male,39,4/13/1992,Accountant I,Property,Mass Customer,N,No,10
558,Allene,Claypole,Female,96,5/25/1973,Programmer Analyst III,n/a,Mass Customer,N,No,8
2719,Alleyn,Clear,Male,69,8/24/1988,Teacher,Telecommunications,Affluent Customer,N,Yes,6
3775,Avie,Cleator,Female,16,2/13/1985,Unspecified,Health,Affluent Customer,N,No,8
3502,Wilfrid,Cleaves,Male,5,10/16/1997,Senior Sales Associate,Retail,High Net Worth,N,Yes,3
2164,Toinette,Clementson,Female,12,8/16/1973,Financial Analyst,Financial Services,Mass Customer,N,Yes,18
3838,Mil,Clemitt,Female,59,3/24/1987,Sales Associate,Financial Services,Affluent Customer,N,Yes,4
928,Porty,Clemmitt,Male,61,5/14/1973,Associate Professor,n/a,High Net Worth,N,Yes,18
3730,Joann,Clemson,Female,85,2/18/1960,Junior Executive,Manufacturing,Affluent Customer,N,No,6
1046,Shir,Clevely,Female,0,7/23/1955,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,11
126,Norman,Cliff,Male,53,10/15/1992,Administrative Officer,Health,Mass Customer,N,Yes,3
3281,Peg,Cliff,Female,67,2/22/1998,Administrative Assistant III,n/a,Mass Customer,N,No,4
3009,Hephzibah,Cliffe,Female,11,4/2/1977,Unspecified,Health,High Net Worth,N,Yes,14
584,Fiona,Clines,Female,10,9/15/1995,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19
3432,Max,Cloney,Female,99,11/27/1988,Junior Executive,Argiculture,Mass Customer,N,Yes,2
1479,Avrom,Clougher,Male,25,10/20/1977,Help Desk Technician,Argiculture,Mass Customer,N,No,21
1658,Selina,Clow,Female,17,12/5/1993,Sales Representative,Retail,Mass Customer,N,Yes,5
310,Myranda,Clowser,Female,0,2/13/1985,Account Coordinator,Financial Services,Mass Customer,N,Yes,18
1414,Allison,Clowton,Female,57,2/29/1980,Help Desk Technician,Retail,Mass Customer,N,Yes,10
1399,Kaye,Clulow,Female,84,9/8/1967,Staff Scientist,Manufacturing,Mass Customer,N,No,15
2081,Gelya,Coaker,Female,69,6/21/1972,Senior Editor,Financial Services,Mass Customer,N,No,13
991,Lenna,Coales,Female,11,11/29/1991,Financial Analyst,Financial Services,Mass Customer,N,Yes,10
1976,Letitia,Coan,Female,84,8/16/1975,Product Engineer,Manufacturing,Mass Customer,N,No,11
1718,Eada,Coaster,Female,13,4/19/1994,Professor,Financial Services,High Net Worth,N,Yes,4
1239,Carroll,Cobbin,Male,9,2/28/1978,Unspecified,n/a,Mass Customer,N,Yes,17
1116,Tori,Coche,Female,59,6/26/1974,Assistant Manager,Health,Mass Customer,N,Yes,16
2938,Richardo,Cocher,Male,79,2/21/2000,Assistant Manager,Argiculture,Affluent Customer,N,No,2
1506,Andonis,Cochrane,Male,21,2/21/1958,Unspecified,Property,Mass Customer,N,No,17
3010,Tobye,Cock,Female,16,5/20/1970,Unspecified,n/a,Affluent Customer,N,No,5
2086,Gayle,Cockerell,Male,68,1/3/1997,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1
2300,Cary,Cockerham,Male,20,9/26/1998,Unspecified,Financial Services,Mass Customer,N,Yes,3
2128,Gregorius,Cockram,Male,31,9/25/1976,Data Coordiator,Property,Affluent Customer,N,Yes,16
1949,Onida,Cockshot,Female,9,5/10/1954,Legal Assistant,Manufacturing,Mass Customer,N,No,7
1655,Prinz,Codman,Male,38,2/15/1983,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,13
889,Ezequiel,Coggeshall,Male,46,2/19/1967,Sales Representative,Retail,Affluent Customer,N,Yes,10
82,Gleda,Cokely,Female,93,6/28/1965,Software Test Engineer III,Property,High Net Worth,N,No,19
617,Idell,Cole,Female,81,8/1/1960,Director of Sales,Property,Mass Customer,N,No,15
373,Eva,Colenutt,Female,95,8/26/2000,Structural Analysis Engineer,Health,High Net Worth,N,Yes,1
302,Laurice,Colgrave,Female,32,3/27/1977,Unspecified,Health,Mass Customer,N,No,13
2393,Dorian,Colledge,Female,68,6/21/1981,Registered Nurse,Health,High Net Worth,N,Yes,11
2493,Rey,Collum,Male,56,8/19/1981,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17
2633,Shayla,Colnett,Female,47,1/18/1969,Unspecified,Property,Mass Customer,N,Yes,12
1645,Dal,Colquhoun,Male,34,6/12/1995,Research Associate,n/a,Affluent Customer,N,Yes,5
2764,Callie,Coltart,Female,12,3/29/1955,Unspecified,Financial Services,Mass Customer,N,Yes,20
1411,Katrina,Coltart,Female,24,5/4/1994,Registered Nurse,Health,Mass Customer,N,Yes,5
2178,Veriee,Colthard,Female,20,3/18/1954,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12
3344,Clerissa,Columbell,Female,66,2/14/1995,GIS Technical Architect,n/a,Affluent Customer,N,Yes,1
2303,Alair,Combe,Male,22,4/13/1993,Database Administrator IV,Retail,Mass Customer,N,Yes,4
522,Lynnelle,Comettoi,Female,64,11/5/1976,Unspecified,n/a,Affluent Customer,N,Yes,16
1188,Sally,Cominoli,Female,14,2/23/1984,Statistician IV,n/a,Affluent Customer,N,Yes,4
1315,Ebba,Comport,Female,46,6/24/1973,Unspecified,IT,Mass Customer,N,Yes,12
1387,Natalee,Comport,Female,33,7/11/1977,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,4
929,Kippy,Conerding,Male,0,9/4/1965,Database Administrator III,Financial Services,Mass Customer,N,Yes,13
3860,Sheila-kathryn,Conklin,Female,14,4/5/1986,Mechanical Systems Engineer,n/a,Affluent Customer,N,Yes,13
2884,Karola,Conneely,Female,99,1/6/1962,Assistant Professor,n/a,Mass Customer,N,No,15
3106,Yetty,Conneely,Female,13,6/3/1989,Unspecified,Financial Services,Mass Customer,N,Yes,21
592,Edik,Connichie,Male,73,9/24/1992,VP Sales,Manufacturing,Mass Customer,N,No,2
3883,Nissa,Conrad,U,35,,Legal Assistant,IT,Mass Customer,N,No,
1308,Andrey,Conre,Male,34,8/27/1976,Analog Circuit Design manager,n/a,Affluent Customer,N,Yes,18
203,Donovan,Conry,Male,71,1/13/1964,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11
2042,Bendix,Cooke,Male,65,8/14/1968,Registered Nurse,Health,Mass Customer,N,No,17
1758,Helli,Cooksley,Female,16,10/28/1971,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6
2967,Dud,Coom,Male,60,9/14/1979,Social Worker,Health,Affluent Customer,N,Yes,20
1733,Gothart,Coomer,Male,10,5/26/1986,Associate Professor,Financial Services,High Net Worth,N,No,20
3165,Vyky,Coppen,Female,56,5/18/1975,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10
3933,Chiarra,Cops,Female,65,7/5/1983,Unspecified,n/a,High Net Worth,N,Yes,10
97,Arne,Corain,Male,16,7/27/1979,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,10
1169,Kessiah,Corden,Female,33,8/9/1967,Actuary,Financial Services,Mass Customer,N,Yes,13
2294,Skipton,Cordie,Male,25,6/16/1987,Associate Professor,Manufacturing,Mass Customer,N,No,21
890,Tony,Cordsen,Female,55,2/1/1974,Dental Hygienist,Health,Mass Customer,N,Yes,15
2793,Mead,Corkell,Male,77,6/16/1971,Research Nurse,Health,Affluent Customer,N,Yes,14
1504,Coop,Corneck,Male,98,1/3/1975,Data Coordiator,Property,Affluent Customer,N,Yes,13
2179,Benson,cornhill,Male,15,8/20/1960,Desktop Support Technician,Manufacturing,Mass Customer,N,No,17
2700,Ingaberg,Cornillot,Female,22,11/24/1994,GIS Technical Architect,n/a,Mass Customer,N,No,2
721,Harmonia,Cornock,Female,84,8/9/1993,Account Representative III,n/a,Affluent Customer,N,Yes,1
2257,Siward,Corradino,Male,27,10/13/1977,Librarian,Entertainment,Mass Customer,N,No,15
3868,Rica,Corrado,Female,60,6/19/1997,Social Worker,Health,Affluent Customer,N,Yes,4
3374,Joann,Corrigan,Female,77,11/17/1959,Sales Associate,Manufacturing,Mass Customer,N,Yes,12
728,Winthrop,Corser,Male,60,10/3/1956,VP Accounting,Financial Services,Mass Customer,N,Yes,8
2343,Wilhelm,Corteis,Male,6,3/24/1959,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,5
1548,Perla,Cortnay,Female,70,2/3/1995,Unspecified,Manufacturing,Mass Customer,N,Yes,2
1837,Tirrell,Cosgreave,Male,9,12/29/1973,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19
496,Korry,Cosgrove,Female,25,1/28/1976,Engineer II,Financial Services,Affluent Customer,N,Yes,11
3211,Betsy,Cosh,Female,52,6/12/1993,Automation Specialist II,Health,High Net Worth,N,Yes,7
749,Andreas,Cosin,Male,47,8/1/1972,Environmental Specialist,Argiculture,Mass Customer,N,No,19
3047,Eddy,Cossans,Male,20,1/14/1962,Speech Pathologist,Retail,Mass Customer,N,Yes,19
2050,Opal,Costa,Female,22,6/26/1954,Business Systems Development Analyst,n/a,Mass Customer,N,Yes,5
1067,Berri,Cotillard,Female,13,5/17/1965,Engineer IV,Financial Services,Mass Customer,N,Yes,13
3359,Duffy,Cotillard,Male,82,12/13/1991,Developer III,n/a,Mass Customer,N,No,3
2483,Greta,Cotterrill,Female,54,6/6/1987,Unspecified,Manufacturing,Mass Customer,N,No,10
1118,Colline,Coulman,Female,95,12/19/1975,Sales Representative,Retail,Mass Customer,N,Yes,9
1940,Gabriellia,Coulter,Female,52,3/2/1977,Teacher,Manufacturing,High Net Worth,N,Yes,8
41,Basilius,Coupe,Male,64,4/14/1976,Food Chemist,Health,Mass Customer,N,No,16
3905,Leodora,Cowill,Female,72,10/22/1967,Product Engineer,Argiculture,High Net Worth,N,No,5
394,Roanne,Cowthard,Female,70,6/6/1977,Legal Assistant,Health,High Net Worth,N,Yes,16
3417,Deedee,Coxall,Female,91,2/18/1973,Social Worker,Health,Mass Customer,N,No,7
2751,Cordell,Coxhell,Male,94,7/27/1979,Sales Associate,Retail,High Net Worth,N,Yes,12
2130,Evangelina,Coxhell,Female,95,1/1/1990,Structural Engineer,Property,High Net Worth,N,Yes,16
3118,Cleveland,Coxon,Male,54,1/22/1993,Occupational Therapist,Health,High Net Worth,N,No,9
1615,Evvie,Crack,Female,75,2/4/1971,Unspecified,Entertainment,Mass Customer,N,Yes,7
448,Robin,Crack,Female,34,4/26/1995,Software Engineer III,IT,High Net Worth,N,No,3
935,Aldin,Cracker,Male,76,9/12/1994,Marketing Manager,n/a,Mass Customer,N,Yes,3
3175,Alphard,Cradduck,Male,82,12/30/1984,Operator,Health,Mass Customer,N,No,16
1081,Marga,Cradduck,Female,25,10/21/1985,Social Worker,Health,Mass Customer,N,No,16
3024,Franz,Craddy,Male,86,1/8/1959,Unspecified,Health,Mass Customer,N,No,12
3757,Hyacinthia,Crain,Female,75,9/12/1999,Information Systems Manager,n/a,Affluent Customer,N,No,2
610,Hyatt,Craine,Male,45,3/16/1958,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15
1235,Sharon,Cranage,Female,24,2/28/1969,Dental Hygienist,Health,Mass Customer,N,No,9
500,Lazar,Crathern,Male,19,4/11/1992,Recruiting Manager,Retail,Affluent Customer,N,Yes,10
272,Arlie,Crean,Female,22,6/6/1987,Product Engineer,Retail,Mass Customer,N,Yes,1
1092,Katlin,Creddon,Female,56,8/22/1935,VP Quality Control,Retail,Mass Customer,N,No,5
1672,Sharla,Creebo,Female,21,4/27/1963,Design Engineer,IT,Affluent Customer,N,Yes,9
2177,Waverly,Creebo,Male,35,10/8/1977,Social Worker,Health,Mass Customer,N,No,9
1743,Pall,Creek,Male,80,7/25/1981,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8
605,Bart,Creenan,Male,13,3/26/1972,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5
2437,Simonette,Cressingham,Female,90,5/1/1977,Marketing Manager,Financial Services,Mass Customer,N,Yes,18
1034,Denney,Cretney,Male,16,5/12/1976,Unspecified,n/a,High Net Worth,N,Yes,3
972,Dena,Crewdson,Female,81,7/23/1981,Project Manager,Retail,Mass Customer,N,Yes,10
3486,Reece,Crewther,Male,67,7/25/1956,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,18
3008,Etta,Criag,Female,40,5/13/1982,Unspecified,Health,High Net Worth,N,Yes,17
3185,Duky,Crichley,Male,25,1/18/1956,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10
1167,Elberta,Crickett,Female,20,6/3/1996,Software Test Engineer III,Health,Mass Customer,N,No,4
2236,Arin,Crickmoor,Male,0,4/16/1968,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13
3619,Myranda,Cridland,Female,18,2/17/1996,Administrative Assistant IV,n/a,Mass Customer,N,Yes,1
3093,Harwilll,Crimes,Male,31,4/1/1992,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6
358,Kippie,Crimpe,Female,54,12/27/1985,Accounting Assistant IV,n/a,Mass Customer,N,No,18
3413,Zulema,Cristofolo,Female,93,10/15/1997,VP Accounting,Financial Services,Mass Customer,N,No,3
2444,Emmet,Cristoforo,Male,22,5/13/1977,Associate Professor,Manufacturing,High Net Worth,N,No,11
1456,Berkie,Croall,Male,97,12/11/1964,Health Coach II,Property,Mass Customer,N,Yes,6
3491,Leanna,Cromb,Female,69,4/3/1976,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,10
2243,Lena,Cronshaw,Female,76,8/28/1976,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes,7
2813,Lillian,Crookall,Female,51,9/10/1953,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,11
2091,Dominga,Crosfield,Female,27,6/22/1980,Office Assistant II,Argiculture,Mass Customer,N,No,9
3835,Jorgan,Crosoer,Male,19,2/2/1959,Project Manager,n/a,Affluent Customer,N,No,16
725,Gage,Crossan,Male,61,8/27/1965,Design Engineer,Health,High Net Worth,N,Yes,19
545,Alecia,Crosse,Female,43,6/4/1978,Project Manager,Health,Mass Customer,N,Yes,18
150,Bradly,Crosse,Male,6,8/23/1983,Cost Accountant,Financial Services,Affluent Customer,N,No,17
2888,Hamel,Crosser,Male,37,5/23/1962,Project Manager,IT,High Net Worth,N,Yes,16
1929,Elka,Crossgrove,Female,79,10/12/1986,Food Chemist,Health,Affluent Customer,N,No,20
3326,Wes,Crotch,Male,83,4/13/1975,Nurse,Manufacturing,High Net Worth,N,Yes,22
1098,Maure,Crow,Female,99,2/1/1989,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12
1622,Pietrek,Crowe,Male,44,5/30/1978,Senior Quality Engineer,n/a,High Net Worth,N,No,16
3474,Justinian,Crowhurst,Male,93,11/6/1979,Assistant Manager,Manufacturing,Mass Customer,N,No,14
243,Barbara,Croxley,Female,94,9/2/1976,Teacher,Manufacturing,High Net Worth,N,Yes,14
599,Ernestus,Cruden,U,48,,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,
2063,Benny,Crudge,Male,55,6/17/1963,Clinical Specialist,Health,Affluent Customer,N,No,16
3341,Vitia,Crum,Female,19,8/5/1980,Help Desk Technician,Retail,Affluent Customer,N,Yes,6
960,Lannie,Crumley,Male,1,10/10/1968,GIS Technical Architect,Health,Mass Customer,N,Yes,12
2747,Anna-diane,Crumpe,Female,5,9/23/1955,Software Test Engineer III,n/a,Affluent Customer,N,No,11
1288,Abra,Cuardall,Female,51,10/7/1979,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18
2317,Alwin,Cuberley,Male,97,12/7/1976,Tax Accountant,Health,Mass Customer,N,Yes,16
320,Aldous,Cubin,Male,19,2/9/1997,Registered Nurse,Health,Mass Customer,N,No,4
548,Georgie,Cudbertson,U,84,,Unspecified,IT,High Net Worth,N,Yes,
2008,Jamill,Cudd,Male,77,7/27/1993,Analyst Programmer,Financial Services,Mass Customer,N,Yes,3
1682,Gerladina,Cuddon,Female,93,4/25/1960,Structural Engineer,Manufacturing,Affluent Customer,N,Yes,6
1732,Elihu,Cudworth,Male,95,7/7/1978,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10
3303,Ced,Cuell,Male,51,2/2/1967,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11
763,Benita,Cuffley,Female,95,11/5/1987,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12
2829,Juditha,Cufley,Female,2,6/11/1979,Electrical Engineer,Manufacturing,High Net Worth,N,No,11
1734,Adriana,Cullerne,Female,88,10/10/1977,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11
2662,Louisette,Cullimore,Female,53,12/21/1977,Accountant IV,Property,Mass Customer,N,Yes,16
2739,Alair,Cullingford,Male,48,7/18/1985,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15
1311,Sharona,Cunah,Female,89,10/6/1984,VP Accounting,Financial Services,Mass Customer,N,Yes,13
124,Kath,Cunney,Female,27,5/3/1995,Administrative Assistant II,Health,High Net Worth,N,Yes,5
2749,Cale,Cunningham,Male,3,1/12/1979,Sales Representative,Retail,Mass Customer,N,No,5
2995,Garvin,Cunradi,Male,60,1/14/1997,Unspecified,Health,Mass Customer,N,Yes,2
282,Lauren,Curcher,Male,82,10/27/1989,VP Quality Control,Argiculture,High Net Worth,N,Yes,11
895,Juli,Curness,Female,58,9/3/1966,Unspecified,n/a,Mass Customer,N,Yes,12
3876,Willow,Cutmere,Female,22,5/16/1967,Internal Auditor,Financial Services,High Net Worth,N,No,16
1161,Sibylle,Cutsforth,Female,86,1/14/1977,Senior Quality Engineer,Retail,Mass Customer,N,No,15
2969,Pascale,Cuxson,Male,12,11/5/1974,Database Administrator IV,n/a,Mass Customer,N,Yes,6
128,Isidro,Cypler,Male,73,7/17/1977,Systems Administrator III,Property,Mass Customer,N,Yes,12
3664,Faina,Czaja,Female,5,2/23/1990,Software Test Engineer I,Manufacturing,Mass Customer,N,Yes,7
2352,Cilka,Dabbes,Female,76,10/22/1971,Statistician II,n/a,Mass Customer,N,Yes,13
3535,Bren,Dabbes,Female,8,9/15/1994,Technical Writer,Manufacturing,High Net Worth,N,No,6
2587,Maren,Dachs,Female,76,3/30/1979,Data Coordiator,n/a,Affluent Customer,N,No,4
581,Brenna,Dacks,Female,32,5/22/1969,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,16
3616,Vale,Dagnan,Male,42,4/2/2001,Product Engineer,Property,High Net Worth,N,No,2
2299,Mahmoud,Dagworthy,Male,11,10/21/1986,Computer Systems Analyst I,Property,High Net Worth,N,Yes,7
2027,Whitney,Dahle,Male,89,9/2/1964,VP Product Management,n/a,High Net Worth,N,No,10
1673,Suzie,Dahle,Female,45,11/9/1978,Professor,Financial Services,Affluent Customer,N,Yes,21
317,Elicia,Dahler,Female,26,2/10/1974,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14
619,Finn,Dahlman,Male,39,8/14/1977,Speech Pathologist,Property,Mass Customer,N,No,20
182,Lydon,Dahlman,Male,99,11/20/1992,Sales Associate,Financial Services,Affluent Customer,N,Yes,7
3569,Janel,Daice,Female,24,5/18/1973,Senior Editor,n/a,Affluent Customer,N,No,12
1483,Beth,Daile,Female,55,12/11/1971,Senior Quality Engineer,Telecommunications,Mass Customer,N,Yes,14
1267,Leopold,Dainton,Male,39,6/3/1979,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19
944,Anderea,Dallewater,Female,53,1/12/1976,Unspecified,Manufacturing,Mass Customer,N,No,15
2519,Ryon,Dalliston,Male,76,10/17/1979,Senior Developer,Manufacturing,Mass Customer,N,Yes,5
912,Vince,Dalmon,Male,37,7/19/1968,Sales Representative,Retail,Mass Customer,N,Yes,19
1841,Nathanial,D'Ambrogi,Male,63,10/22/1995,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2
2843,Lorain,Danforth,Female,42,4/20/1968,Recruiter,Financial Services,Affluent Customer,N,Yes,5
1367,Fredrika,Danielkiewicz,Female,63,6/29/1973,Internal Auditor,Retail,Mass Customer,N,No,18
457,Querida,Danilchev,Female,70,12/14/1980,Recruiting Manager,Financial Services,High Net Worth,N,Yes,17
2792,Jocelyne,Darben,Female,22,3/2/1964,Web Developer I,Financial Services,Mass Customer,N,Yes,12
1132,Coriss,Darkott,Female,99,8/1/1985,Actuary,Financial Services,Affluent Customer,N,Yes,9
2777,Dita,Darlison,Female,0,2/26/1997,Safety Technician III,Health,Mass Customer,N,Yes,1
3912,Ryon,Darridon,Male,89,10/27/1986,Social Worker,Health,Affluent Customer,N,No,22
2319,David,Darrigrand,Male,63,5/3/1985,Librarian,Entertainment,High Net Worth,N,No,18
237,Reginald,Dartan,Male,18,3/7/1974,Account Coordinator,Property,High Net Worth,N,Yes,11
1789,Talya,Darycott,Female,44,8/29/1986,Analog Circuit Design manager,Property,Mass Customer,N,No,9
3963,Ardelle,Dasent,Female,10,8/22/1954,Software Test Engineer II,n/a,Mass Customer,N,No,13
1846,Lorette,Daspar,Female,4,12/18/1978,Senior Editor,Manufacturing,Affluent Customer,N,No,7
3779,Ulick,Daspar,U,68,,Unspecified,IT,Affluent Customer,N,No,
2511,Jedidiah,Daulby,Male,20,7/12/1991,Technical Writer,Financial Services,Mass Customer,N,Yes,4
171,Halli,Davidoff,Female,62,12/4/1970,Assistant Manager,Manufacturing,Mass Customer,N,No,10
3139,Pail,De Blasi,Male,65,6/13/1973,Paralegal,Financial Services,High Net Worth,N,Yes,17
1002,Pacorro,De Clairmont,Male,65,8/30/1978,Business Systems Development Analyst,n/a,Mass Customer,N,Yes,18
1806,Gil,De Gregorio,U,95,,Software Test Engineer IV,IT,Mass Customer,N,No,
3732,Shawn,De Hooge,Female,47,6/7/1992,Research Associate,Manufacturing,Mass Customer,N,No,2
1332,Garek,De la Barre,Male,87,5/1/1978,Technical Writer,n/a,Mass Customer,N,Yes,12
865,Germain,De la Harpe,Female,73,4/12/1965,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19
3425,Alister,De la Yglesia,Male,32,4/5/1986,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,12
2694,Teddi,De la Yglesias,Female,48,12/28/1985,Quality Engineer,Retail,Mass Customer,N,No,6
1911,Hallsy,De Leek,Male,22,6/8/1980,Director of Sales,Manufacturing,Mass Customer,N,No,3
3017,Jason,De Lorenzo,Male,88,10/5/1955,Operator,Financial Services,Affluent Customer,N,No,7
1692,Harriette,De Matteis,Female,85,4/7/1967,Senior Quality Engineer,Health,Mass Customer,N,Yes,17
3737,Elyssa,De Witt,Female,86,3/21/1981,Design Engineer,Manufacturing,Affluent Customer,N,No,8
3,Arlin,Dearle,Male,61,1/20/1954,Recruiting Manager,Property,Mass Customer,N,Yes,15
1362,Giuditta,Dearlove,Female,20,2/20/1973,Account Executive,Manufacturing,Affluent Customer,N,Yes,15
2596,Lexis,Deason,Female,51,8/20/1976,Assistant Professor,n/a,Affluent Customer,N,Yes,13
2896,Chryste,Deaville,Female,5,3/25/1970,Financial Advisor,Financial Services,Mass Customer,N,Yes,12
3075,Corty,Debell,Male,36,10/24/1959,Unspecified,Entertainment,Mass Customer,N,Yes,16
2932,Bradly,Deboick,Male,4,4/18/1985,Account Representative I,IT,Mass Customer,N,No,17
2097,Web,Decaze,Male,38,4/8/1988,Recruiter,Telecommunications,Mass Customer,N,No,21
651,Minni,Deegin,Female,76,10/24/1973,Tax Accountant,Health,Affluent Customer,N,No,13
3126,Bondon,Deeley,Male,7,10/16/1986,Statistician IV,Financial Services,High Net Worth,N,No,12
1343,Creight,Deery,Male,67,12/10/1979,Dental Hygienist,Health,High Net Worth,N,No,5
3920,Filbert,Deetlefs,Male,90,1/21/1961,Environmental Specialist,Telecommunications,Mass Customer,N,Yes,9
3148,Berky,Degoix,Male,11,10/9/1974,Human Resources Assistant IV,n/a,High Net Worth,N,Yes,10
2856,Milissent,Deinert,Female,53,9/25/1976,Marketing Manager,Financial Services,Mass Customer,N,Yes,13
3162,Deanne,Delacour,Female,76,2/24/1978,Media Manager IV,Argiculture,Mass Customer,N,Yes,15
130,Raddy,Delete,Male,32,7/18/1997,Chemical Engineer,Manufacturing,Mass Customer,N,No,1
1661,Meggy,Delgadillo,Female,21,6/2/1979,Administrative Assistant IV,Health,Affluent Customer,N,No,10
3328,Arabella,Delgaty,Female,58,8/6/1961,Food Chemist,Health,Mass Customer,N,No,6
793,Kissie,Delong,Female,97,1/30/1989,Actuary,Financial Services,High Net Worth,N,Yes,9
1581,Melessa,Delyth,Female,26,4/13/1974,Recruiter,Argiculture,Mass Customer,N,No,13
2579,Celka,Demsey,Female,35,12/31/1970,Desktop Support Technician,Manufacturing,Mass Customer,N,No,16
322,De,Denington,Female,19,3/10/1977,Research Associate,Financial Services,Mass Customer,N,Yes,11
1602,Shamus,Dennerly,Male,68,1/9/1979,Professor,Retail,Mass Customer,N,No,15
3798,Yorker,Dennison,Male,13,2/22/1968,Unspecified,Manufacturing,Mass Customer,N,Yes,17
413,Simone,Denys,Male,79,12/22/1957,VP Quality Control,n/a,High Net Worth,N,Yes,19
2023,Marco,Denziloe,Male,15,1/11/1971,Associate Professor,n/a,High Net Worth,N,No,10
3575,Kandace,Desesquelle,Female,82,11/6/1973,Administrative Assistant I,IT,Affluent Customer,N,Yes,13
3671,Crystie,Deshorts,Female,98,1/5/1992,Programmer Analyst III,n/a,Affluent Customer,N,No,7
3481,Haley,Dessent,Male,37,10/12/1997,Systems Administrator IV,Manufacturing,High Net Worth,N,No,4
1439,Leupold,Detoc,Male,97,7/28/1965,GIS Technical Architect,Retail,Mass Customer,N,No,19
1166,Fannie,Devil,Female,40,12/5/1972,Quality Control Specialist,Health,Affluent Customer,N,No,8
348,Gan,Devoy,Male,20,11/1/1980,Assistant Professor,Retail,Mass Customer,N,Yes,9
3288,Fair,Dewen,U,47,,Engineer III,IT,High Net Worth,N,No,
2646,Jesselyn,Di Biaggi,Female,14,10/11/1972,Sales Representative,Retail,Mass Customer,N,Yes,17
